label_id	cell_label	is_corr
535.0	neuron	False
536.0	neuron	False
537.0	neuron	False
538.0	neuron	False
539.0	neuron	False
542.0	muscle	False
546.0	neuron	False
547.0	neuron	False
548.0	neuron	False
549.0	neuron	False
550.0	neuron	False
554.0	None	False
555.0	None	False
556.0	None	False
557.0	None	False
558.0	None	False
559.0	epithelial	False
560.0	None	False
561.0	None	False
563.0	None	True
564.0	None	False
572.0	None	True
577.0	None	True
581.0	None	True
584.0	None	True
586.0	None	False
588.0	None	False
589.0	None	False
591.0	None	False
595.0	None	False
596.0	None	False
601.0	None	False
604.0	None	False
605.0	dark	False
606.0	None	False
607.0	None	True
610.0	None	False
613.0	None	False
614.0	None	False
615.0	None	False
616.0	None	False
617.0	None	False
618.0	None	False
620.0	None	False
621.0	None	False
622.0	None	False
628.0	None	False
630.0	None	False
639.0	None	False
644.0	None	False
647.0	None	False
649.0	None	False
650.0	None	False
651.0	None	False
653.0	None	False
654.0	None	False
658.0	None	False
659.0	None	False
661.0	None	False
662.0	None	False
665.0	None	False
666.0	neuron	False
668.0	None	False
669.0	None	False
671.0	None	False
672.0	None	False
676.0	None	False
677.0	None	True
681.0	None	False
682.0	None	False
684.0	None	False
688.0	None	True
692.0	None	False
696.0	None	False
697.0	None	True
701.0	None	True
708.0	None	False
709.0	None	False
712.0	None	False
713.0	None	False
715.0	None	False
720.0	None	False
722.0	None	False
725.0	None	False
726.0	None	False
727.0	None	False
728.0	None	True
729.0	neuron	False
730.0	neuron	False
733.0	neuron	True
734.0	neuron	True
737.0	None	True
741.0	None	False
743.0	None	False
745.0	neuron	False
746.0	muscle	True
748.0	neuron	False
749.0	None	False
750.0	None	False
753.0	None	False
756.0	None	True
757.0	None	False
759.0	None	False
761.0	None	False
763.0	None	True
767.0	None	False
769.0	None	False
772.0	None	False
773.0	None	False
774.0	None	False
776.0	None	False
777.0	None	False
778.0	None	False
779.0	None	False
781.0	None	False
783.0	None	False
785.0	None	False
786.0	None	False
787.0	None	False
790.0	None	True
791.0	None	True
792.0	None	True
794.0	None	True
796.0	None	False
798.0	neuron	True
800.0	None	False
804.0	None	True
806.0	None	False
811.0	None	False
812.0	None	False
818.0	None	True
824.0	None	True
825.0	None	False
826.0	None	False
827.0	None	False
828.0	None	False
830.0	None	True
831.0	None	True
832.0	neuron	False
833.0	None	True
834.0	neuron	True
835.0	neuron	True
836.0	muscle	True
846.0	epithelial	True
847.0	epithelial	False
848.0	neuron	False
849.0	None	False
851.0	None	False
852.0	None	False
853.0	None	False
854.0	None	False
856.0	None	False
857.0	None	True
860.0	None	True
861.0	None	True
863.0	None	True
870.0	None	True
871.0	None	False
874.0	None	True
875.0	None	True
878.0	None	True
879.0	None	True
881.0	None	False
882.0	None	False
884.0	None	False
886.0	None	False
887.0	None	False
892.0	neuron	False
894.0	neuron	False
895.0	neuron	False
896.0	neuron	False
899.0	neuron	False
900.0	neuron	False
901.0	neuron	False
904.0	neuron	False
905.0	neuron	False
906.0	neuron	False
907.0	None	True
908.0	None	False
910.0	None	True
911.0	None	False
913.0	None	True
916.0	None	True
918.0	None	False
919.0	None	False
920.0	None	False
921.0	None	True
923.0	None	True
924.0	None	True
927.0	None	True
928.0	None	True
929.0	None	False
932.0	None	False
933.0	None	True
935.0	None	True
936.0	None	True
937.0	None	False
939.0	None	True
941.0	None	False
942.0	None	True
943.0	None	False
944.0	None	True
945.0	None	False
946.0	None	True
947.0	None	True
949.0	None	True
950.0	None	True
952.0	None	False
953.0	None	False
956.0	None	False
957.0	None	True
958.0	None	True
959.0	None	False
960.0	None	False
961.0	None	True
962.0	None	True
963.0	None	False
964.0	neuron	False
965.0	neuron	False
967.0	neuron	False
969.0	neuron	True
970.0	neuron	True
971.0	muscle	True
972.0	muscle	True
976.0	epithelial	True
977.0	None	True
979.0	neuron	False
980.0	neuron	False
984.0	None	True
985.0	neuron	False
988.0	neuron	False
992.0	neuron	True
993.0	neuron	True
995.0	neuron	True
996.0	neuron	True
997.0	None	False
1001.0	muscle	True
1005.0	None	False
1006.0	None	True
1008.0	None	True
1009.0	None	False
1011.0	None	True
1012.0	None	True
1014.0	None	False
1017.0	None	False
1019.0	None	False
1021.0	None	False
1022.0	None	False
1023.0	None	True
1024.0	None	True
1025.0	None	False
1026.0	None	True
1028.0	None	True
1031.0	None	False
1032.0	None	False
1033.0	None	False
1034.0	None	False
1035.0	None	False
1037.0	None	False
1040.0	None	True
1042.0	None	False
1043.0	None	False
1044.0	None	False
1045.0	None	False
1046.0	None	True
1049.0	None	False
1050.0	None	True
1051.0	None	True
1052.0	None	True
1054.0	None	False
1055.0	None	True
1056.0	None	True
1057.0	None	False
1058.0	None	True
1059.0	None	True
1060.0	None	True
1061.0	None	True
1062.0	None	False
1063.0	None	False
1064.0	None	True
1066.0	None	False
1067.0	None	True
1071.0	None	True
1076.0	None	True
1077.0	None	True
1078.0	None	True
1082.0	None	True
1084.0	None	True
1086.0	None	True
1088.0	None	True
1089.0	None	True
1090.0	None	True
1092.0	None	True
1093.0	epithelial	True
1094.0	None	True
1095.0	None	True
1097.0	None	True
1098.0	None	True
1099.0	None	True
1102.0	None	True
1103.0	None	True
1104.0	None	True
1105.0	None	False
1106.0	None	True
1108.0	None	True
1109.0	None	False
1110.0	None	True
1111.0	None	True
1112.0	None	True
1113.0	None	True
1114.0	None	True
1117.0	None	True
1118.0	None	True
1119.0	None	False
1120.0	None	True
1121.0	None	True
1122.0	None	True
1123.0	None	False
1124.0	None	True
1125.0	None	True
1127.0	None	True
1129.0	None	True
1130.0	None	True
1131.0	None	False
1132.0	None	True
1138.0	None	False
1139.0	neuron	True
1142.0	muscle	True
1143.0	None	True
1146.0	neuron	True
1148.0	neuron	True
1150.0	neuron	True
1153.0	neuron	True
1154.0	neuron	True
1156.0	neuron	True
1157.0	neuron	False
1158.0	None	True
1159.0	None	True
1160.0	None	False
1162.0	None	True
1165.0	None	True
1168.0	None	True
1169.0	None	True
1170.0	neuron	True
1171.0	None	True
1172.0	None	True
1173.0	neuron	True
1174.0	neuron	True
1176.0	neuron	True
1177.0	neuron	True
1179.0	neuron	True
1180.0	neuron	True
1181.0	neuron	True
1184.0	epithelial	False
1186.0	neuron	True
1189.0	neuron	False
1190.0	neuron	True
1191.0	neuron	True
1194.0	neuron	True
1196.0	neuron	True
1197.0	neuron	True
1198.0	neuron	True
1199.0	neuron	True
1200.0	None	True
1201.0	dark	True
1202.0	neuron	True
1206.0	neuron	True
1207.0	neuron	True
1209.0	None	True
1211.0	neuron	True
1212.0	None	True
1215.0	None	True
1218.0	None	True
1219.0	None	True
1220.0	None	True
1221.0	None	True
1223.0	None	True
1224.0	None	True
1225.0	None	True
1227.0	None	True
1228.0	None	True
1229.0	None	True
1230.0	None	True
1235.0	None	True
1237.0	None	True
1239.0	None	True
1240.0	None	True
1241.0	None	True
1242.0	None	True
1244.0	None	True
1246.0	None	True
1255.0	None	True
1257.0	None	True
1258.0	None	True
1259.0	None	True
1260.0	None	True
1267.0	None	True
1270.0	None	True
1271.0	None	True
1272.0	None	True
1273.0	None	True
1275.0	None	True
1276.0	None	True
1277.0	None	True
1279.0	None	True
1281.0	None	True
1283.0	None	True
1287.0	None	True
1288.0	None	True
1289.0	None	True
1290.0	None	True
1291.0	None	True
1292.0	None	True
1293.0	None	True
1294.0	None	True
1296.0	None	True
1297.0	None	True
1299.0	None	True
1302.0	None	True
1304.0	None	True
1307.0	None	True
1308.0	None	True
1310.0	None	True
1311.0	None	True
1312.0	None	True
1313.0	None	True
1315.0	None	True
1316.0	None	True
1318.0	None	True
1319.0	None	True
1320.0	None	True
1321.0	None	True
1325.0	None	True
1326.0	None	True
1327.0	neuron	True
1328.0	None	True
1329.0	None	True
1330.0	None	True
1331.0	None	True
1332.0	None	True
1334.0	None	True
1336.0	neuron	True
1339.0	neuron	True
1340.0	neuron	True
1341.0	None	True
1342.0	neuron	True
1344.0	neuron	True
1345.0	None	True
1347.0	epithelial	True
1349.0	neuron	True
1351.0	neuron	True
1352.0	neuron	True
1353.0	neuron	True
1354.0	neuron	True
1355.0	neuron	True
1356.0	neuron	True
1357.0	None	True
1358.0	neuron	True
1362.0	neuron	True
1363.0	neuron	True
1364.0	neuron	True
1365.0	None	True
1367.0	None	True
1368.0	None	True
1371.0	None	True
1372.0	neuron	True
1375.0	epithelial	True
1376.0	None	True
1378.0	neuron	True
1381.0	neuron	True
1382.0	neuron	True
1383.0	neuron	True
1385.0	neuron	True
1386.0	neuron	True
1387.0	neuron	True
1388.0	None	True
1389.0	None	True
1390.0	None	True
1396.0	None	True
1397.0	None	True
1399.0	None	True
1401.0	None	True
1404.0	neuron	True
1406.0	None	True
1411.0	None	True
1413.0	None	True
1415.0	None	True
1416.0	None	True
1418.0	muscle	True
1421.0	neuron	True
1422.0	neuron	True
1423.0	neuron	True
1424.0	neuron	True
1425.0	neuron	True
1426.0	neuron	True
1427.0	neuron	True
1428.0	neuron	True
1430.0	None	True
1435.0	None	True
1436.0	None	True
1438.0	None	True
1439.0	None	True
1440.0	None	True
1442.0	None	True
1443.0	None	True
1444.0	None	True
1445.0	None	True
1448.0	None	True
1453.0	None	True
1454.0	None	True
1455.0	None	True
1456.0	None	True
1457.0	None	True
1458.0	None	True
1459.0	None	True
1460.0	None	True
1461.0	None	True
1462.0	None	True
1464.0	None	True
1465.0	None	True
1466.0	None	True
1468.0	None	True
1469.0	None	True
1471.0	secretory	True
1472.0	None	True
1474.0	None	True
1476.0	None	True
1479.0	None	True
1480.0	None	True
1481.0	None	True
1483.0	None	True
1484.0	None	True
1485.0	None	True
1486.0	None	True
1487.0	None	True
1489.0	None	True
1491.0	None	True
1492.0	None	True
1493.0	None	True
1494.0	None	True
1495.0	None	True
1496.0	None	True
1498.0	None	True
1499.0	None	True
1500.0	None	True
1501.0	None	True
1502.0	None	True
1503.0	None	True
1504.0	None	True
1505.0	None	True
1506.0	None	True
1507.0	None	True
1508.0	None	True
1509.0	None	True
1513.0	neuron	True
1514.0	epithelial	True
1515.0	None	True
1516.0	None	True
1519.0	neuron	True
1523.0	neuron	True
1525.0	neuron	True
1526.0	neuron	True
1527.0	neuron	True
1528.0	neuron	True
1530.0	None	True
1534.0	None	True
1536.0	None	True
1537.0	None	True
1538.0	None	True
1540.0	None	True
1541.0	None	True
1543.0	None	True
1544.0	None	True
1547.0	None	True
1548.0	None	True
1549.0	None	True
1550.0	None	True
1551.0	None	True
1552.0	None	True
1555.0	None	True
1558.0	None	True
1560.0	None	True
1564.0	None	True
1565.0	None	True
1566.0	None	True
1567.0	None	True
1568.0	None	True
1569.0	None	True
1573.0	None	True
1574.0	None	True
1575.0	None	True
1576.0	None	True
1577.0	None	True
1578.0	None	True
1579.0	None	True
1580.0	None	True
1581.0	None	True
1582.0	None	True
1583.0	None	True
1590.0	None	True
1591.0	None	True
1593.0	None	True
1594.0	None	True
1595.0	None	True
1596.0	None	True
1597.0	None	True
1598.0	None	True
1600.0	None	True
1601.0	None	True
1602.0	None	True
1605.0	None	True
1610.0	neuron	True
1611.0	neuron	True
1612.0	neuron	True
1613.0	neuron	True
1614.0	neuron	True
1615.0	neuron	True
1616.0	neuron	True
1617.0	None	True
1618.0	neuron	True
1620.0	neuron	True
1622.0	None	True
1623.0	None	True
1624.0	None	True
1626.0	None	True
1628.0	None	True
1629.0	None	True
1630.0	None	True
1631.0	dark	True
1632.0	neuron	True
1633.0	neuron	True
1634.0	neuron	True
1636.0	None	True
1637.0	None	True
1640.0	neuron	True
1641.0	neuron	True
1643.0	neuron	True
1644.0	neuron	True
1645.0	neuron	True
1646.0	neuron	True
1648.0	neuron	True
1649.0	neuron	True
1650.0	neuron	True
1651.0	neuron	True
1652.0	neuron	True
1653.0	secretory	True
1659.0	None	True
1660.0	None	True
1662.0	neuron	True
1663.0	dark	True
1664.0	epithelial	True
1668.0	None	True
1675.0	neuron	True
1684.0	neuron	True
1685.0	neuron	True
1686.0	None	True
1688.0	None	True
1689.0	None	True
1690.0	None	True
1691.0	None	True
1692.0	None	True
1693.0	None	True
1694.0	None	True
1696.0	None	True
1697.0	None	True
1698.0	None	True
1701.0	None	True
1702.0	None	True
1703.0	None	True
1704.0	None	True
1705.0	None	True
1707.0	dark	True
1708.0	None	True
1709.0	None	True
1710.0	None	True
1711.0	None	True
1713.0	None	True
1715.0	None	True
1717.0	None	True
1718.0	None	True
1719.0	None	True
1720.0	None	True
1721.0	None	True
1726.0	None	True
1727.0	None	True
1728.0	None	True
1730.0	None	True
1731.0	None	True
1732.0	None	True
1735.0	None	True
1737.0	None	True
1738.0	None	True
1739.0	None	True
1740.0	None	True
1742.0	None	True
1743.0	None	True
1744.0	None	True
1745.0	None	True
1747.0	None	True
1750.0	None	True
1752.0	None	True
1753.0	None	True
1754.0	None	True
1755.0	None	True
1756.0	None	True
1757.0	None	True
1758.0	None	True
1761.0	None	True
1762.0	None	True
1763.0	None	True
1764.0	None	True
1765.0	None	True
1766.0	None	True
1767.0	None	True
1768.0	None	True
1772.0	None	True
1773.0	None	True
1776.0	None	True
1777.0	None	True
1778.0	None	True
1779.0	None	True
1781.0	None	True
1783.0	None	True
1784.0	neuron	True
1785.0	epithelial	True
1787.0	None	True
1790.0	None	True
1791.0	None	True
1792.0	None	True
1793.0	None	True
1795.0	None	True
1796.0	None	True
1797.0	None	True
1799.0	None	True
1800.0	None	True
1801.0	None	True
1802.0	None	True
1803.0	None	True
1804.0	None	True
1806.0	None	True
1808.0	None	True
1813.0	None	True
1815.0	None	True
1816.0	None	True
1817.0	None	True
1818.0	None	True
1825.0	None	True
1828.0	None	True
1831.0	None	True
1832.0	None	True
1834.0	None	True
1836.0	None	True
1837.0	None	True
1843.0	None	True
1844.0	None	True
1845.0	None	True
1846.0	None	True
1847.0	None	True
1848.0	None	True
1849.0	None	True
1850.0	None	True
1852.0	None	True
1854.0	None	True
1855.0	None	True
1856.0	None	True
1857.0	None	True
1862.0	None	True
1863.0	None	True
1864.0	None	True
1865.0	None	True
1866.0	None	True
1868.0	None	True
1869.0	None	True
1870.0	None	True
1873.0	None	True
1874.0	None	True
1877.0	None	True
1879.0	None	True
1883.0	None	True
1885.0	None	True
1886.0	None	True
1887.0	None	True
1888.0	None	True
1889.0	None	True
1890.0	None	True
1893.0	None	True
1894.0	None	True
1895.0	None	True
1896.0	None	True
1897.0	neuron	True
1898.0	neuron	True
1899.0	epithelial	True
1900.0	neuron	True
1901.0	secretory	True
1902.0	neuron	True
1904.0	neuron	True
1905.0	neuron	True
1907.0	neuron	True
1908.0	neuron	True
1909.0	None	True
1911.0	None	True
1912.0	None	True
1913.0	None	True
1917.0	None	True
1918.0	None	True
1919.0	None	True
1920.0	None	True
1921.0	None	True
1922.0	None	True
1923.0	neuron	True
1924.0	None	True
1925.0	None	True
1927.0	None	True
1928.0	None	True
1929.0	None	True
1930.0	None	True
1931.0	None	True
1932.0	None	True
1933.0	None	True
1934.0	None	True
1935.0	None	True
1936.0	None	True
1938.0	None	True
1939.0	None	True
1941.0	None	True
1942.0	None	True
1945.0	neuron	True
1948.0	neuron	True
1949.0	neuron	True
1950.0	neuron	True
1952.0	neuron	True
1954.0	neuron	True
1956.0	None	True
1958.0	None	True
1959.0	neuron	True
1960.0	neuron	True
1961.0	neuron	True
1962.0	dark	True
1963.0	muscle	True
1967.0	neuron	True
1969.0	neuron	True
1970.0	neuron	True
1971.0	None	True
1973.0	None	True
1974.0	None	True
1975.0	None	True
1978.0	None	True
1980.0	None	True
1981.0	None	True
1983.0	None	True
1984.0	None	True
1985.0	None	True
1988.0	None	True
1989.0	None	True
1990.0	neuron	True
1991.0	None	True
1992.0	neuron	True
1994.0	None	True
1995.0	None	True
1996.0	None	True
1997.0	None	True
1998.0	None	True
1999.0	None	True
2000.0	None	True
2001.0	None	True
2002.0	None	True
2003.0	None	True
2004.0	None	True
2005.0	None	True
2006.0	None	True
2007.0	None	True
2008.0	None	True
2009.0	None	True
2010.0	None	True
2012.0	None	True
2013.0	None	True
2014.0	secretory	True
2017.0	None	True
2018.0	None	True
2019.0	None	True
2021.0	None	True
2022.0	None	True
2023.0	None	True
2024.0	None	True
2025.0	None	True
2026.0	None	True
2027.0	None	True
2029.0	None	True
2031.0	None	True
2032.0	None	True
2033.0	None	True
2035.0	None	True
2036.0	None	True
2037.0	None	True
2038.0	None	True
2039.0	None	True
2044.0	None	True
2045.0	None	True
2047.0	None	True
2048.0	None	True
2049.0	None	True
2050.0	None	True
2052.0	None	True
2053.0	None	True
2055.0	None	True
2056.0	None	True
2057.0	None	True
2058.0	None	True
2059.0	None	True
2060.0	None	True
2062.0	None	True
2063.0	None	True
2064.0	None	True
2065.0	None	True
2066.0	None	True
2067.0	None	True
2068.0	None	True
2069.0	None	True
2070.0	None	True
2071.0	None	True
2072.0	None	True
2075.0	None	True
2076.0	None	True
2077.0	None	True
2079.0	None	True
2080.0	None	True
2081.0	None	True
2082.0	None	True
2083.0	None	True
2084.0	None	True
2085.0	None	True
2086.0	None	True
2088.0	None	True
2089.0	None	True
2090.0	None	True
2091.0	None	True
2094.0	None	True
2095.0	None	True
2096.0	None	True
2097.0	None	True
2098.0	None	True
2101.0	None	True
2105.0	None	True
2109.0	None	True
2110.0	None	True
2111.0	None	True
2112.0	None	True
2113.0	None	True
2114.0	None	True
2115.0	None	True
2116.0	None	True
2117.0	None	True
2119.0	None	True
2120.0	None	True
2121.0	None	True
2122.0	None	True
2123.0	None	True
2126.0	None	True
2129.0	None	True
2131.0	None	True
2132.0	None	True
2133.0	None	True
2134.0	None	True
2135.0	None	True
2136.0	None	True
2137.0	None	True
2138.0	None	True
2139.0	None	True
2140.0	None	True
2143.0	None	True
2146.0	None	True
2147.0	None	True
2148.0	None	True
2149.0	None	True
2151.0	None	True
2154.0	None	True
2155.0	None	True
2156.0	None	True
2157.0	neuron	True
2161.0	None	True
2164.0	None	True
2167.0	None	True
2168.0	None	True
2169.0	None	True
2170.0	neuron	True
2173.0	None	True
2174.0	None	True
2175.0	None	True
2176.0	None	True
2180.0	None	True
2181.0	None	True
2183.0	None	True
2186.0	None	True
2190.0	None	True
2191.0	None	True
2192.0	None	True
2193.0	None	True
2194.0	None	True
2195.0	None	True
2196.0	None	True
2197.0	None	True
2199.0	None	True
2200.0	None	True
2204.0	muscle	True
2205.0	None	True
2207.0	neuron	True
2209.0	neuron	True
2210.0	neuron	True
2215.0	neuron	True
2216.0	None	True
2219.0	neuron	True
2220.0	neuron	True
2221.0	neuron	True
2228.0	None	True
2229.0	None	True
2230.0	None	True
2234.0	None	True
2235.0	None	True
2236.0	None	True
2237.0	None	True
2238.0	None	True
2239.0	None	True
2240.0	None	True
2241.0	None	True
2242.0	None	True
2245.0	None	True
2246.0	None	True
2248.0	None	True
2249.0	None	True
2250.0	None	True
2251.0	None	True
2252.0	None	True
2253.0	None	True
2255.0	None	True
2256.0	None	True
2257.0	None	True
2259.0	None	True
2261.0	None	True
2262.0	None	True
2263.0	None	True
2264.0	None	True
2265.0	None	True
2268.0	None	True
2269.0	None	True
2270.0	None	True
2272.0	None	True
2274.0	None	True
2278.0	None	True
2279.0	None	True
2281.0	None	True
2282.0	None	True
2284.0	None	True
2285.0	None	True
2286.0	None	True
2287.0	None	True
2288.0	None	True
2289.0	None	True
2292.0	None	True
2293.0	None	True
2294.0	None	True
2295.0	None	True
2296.0	None	True
2297.0	None	True
2298.0	None	True
2299.0	None	True
2304.0	None	True
2308.0	None	True
2309.0	None	True
2311.0	None	True
2312.0	None	True
2313.0	None	True
2317.0	None	True
2318.0	None	True
2319.0	None	True
2320.0	None	True
2321.0	None	True
2322.0	None	True
2323.0	None	True
2325.0	None	True
2326.0	None	True
2327.0	None	True
2328.0	None	True
2329.0	None	True
2330.0	None	True
2331.0	None	True
2332.0	None	True
2334.0	None	True
2337.0	None	True
2339.0	None	True
2340.0	None	True
2341.0	None	True
2345.0	None	True
2346.0	None	True
2348.0	None	True
2349.0	None	True
2350.0	None	True
2351.0	None	True
2352.0	None	True
2356.0	None	True
2357.0	None	True
2359.0	None	True
2361.0	secretory	True
2362.0	None	True
2363.0	secretory	True
2364.0	None	True
2368.0	None	True
2369.0	None	True
2371.0	None	True
2372.0	None	True
2373.0	None	True
2376.0	None	True
2377.0	None	True
2379.0	None	True
2383.0	None	True
2385.0	None	True
2386.0	None	True
2387.0	None	True
2388.0	None	True
2389.0	None	True
2391.0	None	True
2392.0	None	True
2394.0	None	True
2395.0	None	True
2396.0	None	True
2397.0	None	True
2399.0	None	True
2400.0	None	True
2401.0	None	True
2402.0	None	True
2403.0	None	True
2405.0	None	True
2406.0	None	True
2407.0	None	True
2409.0	None	True
2411.0	None	True
2412.0	None	True
2414.0	None	True
2415.0	None	True
2416.0	None	True
2418.0	None	True
2419.0	None	True
2420.0	None	True
2421.0	None	True
2422.0	None	True
2423.0	None	True
2424.0	None	True
2425.0	None	True
2426.0	None	True
2427.0	None	True
2428.0	None	True
2429.0	None	True
2430.0	None	True
2432.0	None	True
2433.0	neuron	True
2436.0	None	True
2437.0	epithelial	True
2440.0	neuron	True
2441.0	neuron	True
2442.0	neuron	True
2443.0	neuron	True
2444.0	neuron	True
2445.0	neuron	True
2446.0	neuron	True
2447.0	None	True
2451.0	None	True
2452.0	None	True
2453.0	None	True
2457.0	None	True
2458.0	None	True
2460.0	None	True
2461.0	None	True
2462.0	None	True
2463.0	None	True
2464.0	None	True
2465.0	None	True
2466.0	None	True
2468.0	None	True
2473.0	None	True
2474.0	None	True
2475.0	None	True
2477.0	None	True
2478.0	neuron	True
2479.0	None	True
2480.0	None	True
2482.0	None	True
2483.0	None	True
2487.0	muscle	True
2491.0	None	True
2492.0	None	True
2493.0	None	True
2494.0	None	True
2495.0	None	True
2496.0	None	True
2499.0	None	True
2500.0	None	True
2502.0	None	True
2503.0	None	True
2504.0	None	True
2505.0	None	True
2506.0	None	True
2507.0	None	True
2508.0	None	True
2514.0	None	True
2515.0	None	True
2517.0	None	True
2520.0	None	True
2524.0	None	True
2525.0	None	True
2526.0	None	True
2527.0	None	True
2528.0	None	True
2529.0	None	True
2530.0	None	True
2531.0	None	True
2532.0	None	True
2533.0	None	True
2534.0	None	True
2540.0	None	True
2541.0	None	True
2542.0	None	True
2543.0	None	True
2544.0	None	True
2545.0	None	True
2546.0	None	True
2547.0	None	True
2550.0	None	True
2551.0	None	True
2552.0	None	True
2553.0	None	True
2555.0	None	True
2556.0	None	True
2557.0	None	True
2558.0	None	True
2561.0	None	True
2562.0	None	True
2564.0	None	True
2566.0	None	True
2567.0	None	True
2568.0	None	True
2569.0	None	True
2570.0	None	True
2571.0	None	True
2572.0	None	True
2574.0	None	True
2575.0	None	True
2577.0	None	True
2578.0	None	True
2579.0	None	True
2580.0	None	True
2581.0	None	True
2582.0	None	True
2583.0	None	True
2587.0	None	True
2588.0	None	True
2589.0	None	True
2590.0	None	True
2591.0	None	True
2592.0	None	True
2593.0	None	True
2594.0	None	True
2595.0	None	True
2596.0	None	True
2597.0	None	True
2598.0	None	True
2599.0	None	True
2600.0	None	True
2601.0	None	True
2608.0	None	True
2609.0	None	True
2610.0	None	True
2612.0	None	True
2613.0	None	True
2614.0	None	True
2615.0	None	True
2616.0	None	True
2620.0	None	True
2622.0	None	True
2623.0	None	True
2624.0	None	True
2625.0	None	True
2626.0	None	True
2627.0	None	True
2629.0	None	True
2630.0	None	True
2631.0	None	True
2632.0	None	True
2633.0	None	True
2636.0	None	True
2638.0	None	True
2645.0	secretory	True
2647.0	None	True
2649.0	None	True
2653.0	None	True
2654.0	None	True
2656.0	None	True
2657.0	None	True
2658.0	None	True
2659.0	None	True
2661.0	None	True
2662.0	None	True
2663.0	None	True
2664.0	None	True
2665.0	None	True
2666.0	None	True
2667.0	None	True
