label_id	distances	side	side2	absolute
25078	-41.2369881351751	FALSE	TRUE	41.2369881351751
25079	-2.39117551262806	FALSE	TRUE	2.39117551262806
25080	-6.28465866573275	FALSE	TRUE	6.28465866573275
25081	-3.04288500583201	FALSE	TRUE	3.04288500583201
25082	-5.33266133571433	FALSE	TRUE	5.33266133571433
25083	-7.21087111345537	FALSE	TRUE	7.21087111345537
25084	-14.8115480434934	FALSE	TRUE	14.8115480434934
25085	-21.1877840772376	FALSE	TRUE	21.1877840772376
25086	-17.6572741860268	FALSE	TRUE	17.6572741860268
25087	-22.840108109891	FALSE	TRUE	22.840108109891
25088	-18.4645084432723	FALSE	TRUE	18.4645084432723
25089	-22.0653769498555	FALSE	TRUE	22.0653769498555
25090	-26.2213365545158	FALSE	TRUE	26.2213365545158
25091	-42.3311505199137	FALSE	TRUE	42.3311505199137
25092	-39.9748053471811	FALSE	TRUE	39.9748053471811
25093	-45.7111173821161	FALSE	TRUE	45.7111173821161
25094	27.4916823363367	TRUE	FALSE	27.4916823363367
25095	14.5962983842561	TRUE	FALSE	14.5962983842561
25096	10.2343418340036	TRUE	FALSE	10.2343418340036
25097	3.75310557512847	TRUE	FALSE	3.75310557512847
25098	1.01444324335965	TRUE	FALSE	1.01444324335965
25099	0.752704774046902	TRUE	FALSE	0.752704774046902
25100	-18.6993338037457	FALSE	TRUE	18.6993338037457
25101	-11.4010004978042	FALSE	TRUE	11.4010004978042
25102	-32.0907332122853	FALSE	TRUE	32.0907332122853
25103	-32.4934887168726	FALSE	TRUE	32.4934887168726
25104	-40.8569174041686	FALSE	TRUE	40.8569174041686
25105	-43.4432919521854	FALSE	TRUE	43.4432919521854
25106	20.4417473470579	TRUE	FALSE	20.4417473470579
25107	-3.29095895015558	FALSE	TRUE	3.29095895015558
25108	-8.59648465597518	FALSE	TRUE	8.59648465597518
25109	-14.143965283826	FALSE	TRUE	14.143965283826
25110	-14.5351161280169	FALSE	TRUE	14.5351161280169
25111	-18.9418096303666	FALSE	TRUE	18.9418096303666
25112	-32.0060648360071	FALSE	TRUE	32.0060648360071
25113	-29.755639548443	FALSE	TRUE	29.755639548443
25114	-44.1147353616649	FALSE	TRUE	44.1147353616649
25115	-25.2166863163849	FALSE	TRUE	25.2166863163849
25116	-23.3459778196078	FALSE	TRUE	23.3459778196078
25117	-27.7439744538833	FALSE	TRUE	27.7439744538833
25118	-38.1727816023919	FALSE	TRUE	38.1727816023919
25119	-42.9683157275296	FALSE	TRUE	42.9683157275296
25120	-44.1535723259649	FALSE	TRUE	44.1535723259649
25121	-31.9818236503936	FALSE	TRUE	31.9818236503936
25122	-42.2743358942328	FALSE	TRUE	42.2743358942328
25123	30.1783206140237	TRUE	FALSE	30.1783206140237
25124	25.859095618491	TRUE	FALSE	25.859095618491
25125	27.2359485596084	TRUE	FALSE	27.2359485596084
25126	26.0547842192953	TRUE	FALSE	26.0547842192953
25127	23.0451362504999	TRUE	FALSE	23.0451362504999
25128	22.3835322132001	TRUE	FALSE	22.3835322132001
25129	11.7968216607876	TRUE	FALSE	11.7968216607876
25130	12.4551189319378	TRUE	FALSE	12.4551189319378
25131	4.12645989959905	TRUE	FALSE	4.12645989959905
25132	1.10886470980769	TRUE	FALSE	1.10886470980769
25133	-9.53070538906479	FALSE	TRUE	9.53070538906479
25134	-10.8082842425193	FALSE	TRUE	10.8082842425193
25135	-6.40990319214417	FALSE	TRUE	6.40990319214417
25136	-13.9846288582463	FALSE	TRUE	13.9846288582463
25137	-23.4189043126243	FALSE	TRUE	23.4189043126243
25138	-37.9161614649024	FALSE	TRUE	37.9161614649024
25139	39.4510126104012	TRUE	FALSE	39.4510126104012
25140	45.5653548371508	TRUE	FALSE	45.5653548371508
25141	30.462954598735	TRUE	FALSE	30.462954598735
25142	30.205492177032	TRUE	FALSE	30.205492177032
25143	31.1668648482896	TRUE	FALSE	31.1668648482896
25144	23.969756225663	TRUE	FALSE	23.969756225663
25145	17.9704376477328	TRUE	FALSE	17.9704376477328
25146	15.6581691900535	TRUE	FALSE	15.6581691900535
25147	16.2107292387161	TRUE	FALSE	16.2107292387161
25148	-5.43338871113538	FALSE	TRUE	5.43338871113538
25149	-14.5973858650532	FALSE	TRUE	14.5973858650532
25150	-18.0365927116746	FALSE	TRUE	18.0365927116746
25151	-17.3163695924006	FALSE	TRUE	17.3163695924006
25152	-16.9088382108372	FALSE	TRUE	16.9088382108372
25153	-18.520169618963	FALSE	TRUE	18.520169618963
25154	-18.6489719714984	FALSE	TRUE	18.6489719714984
25155	-28.2539787825882	FALSE	TRUE	28.2539787825882
25156	-30.0277072914262	FALSE	TRUE	30.0277072914262
25157	-34.7499861440068	FALSE	TRUE	34.7499861440068
25158	-30.6391780430887	FALSE	TRUE	30.6391780430887
25159	-31.2554199073252	FALSE	TRUE	31.2554199073252
25160	30.5173779713038	TRUE	FALSE	30.5173779713038
25161	25.9268485320782	TRUE	FALSE	25.9268485320782
25162	36.9910438905823	TRUE	FALSE	36.9910438905823
25163	19.7130017879136	TRUE	FALSE	19.7130017879136
25164	21.1893652749567	TRUE	FALSE	21.1893652749567
25165	18.1704309469383	TRUE	FALSE	18.1704309469383
25166	17.1747908028116	TRUE	FALSE	17.1747908028116
25167	10.7952333184176	TRUE	FALSE	10.7952333184176
25168	12.3217492011857	TRUE	FALSE	12.3217492011857
25169	9.97804698256222	TRUE	FALSE	9.97804698256222
25170	13.0407409697371	TRUE	FALSE	13.0407409697371
25171	7.3265764268804	TRUE	FALSE	7.3265764268804
25172	15.1414739783791	TRUE	FALSE	15.1414739783791
25173	-17.4981719475735	FALSE	TRUE	17.4981719475735
25174	-24.9252014168918	FALSE	TRUE	24.9252014168918
25175	-24.2777237773195	FALSE	TRUE	24.2777237773195
25176	-25.0108980599369	FALSE	TRUE	25.0108980599369
25177	50.8221710307441	TRUE	FALSE	50.8221710307441
25178	49.8537906095833	TRUE	FALSE	49.8537906095833
25179	41.5468322711685	TRUE	FALSE	41.5468322711685
25180	41.1541205682212	TRUE	FALSE	41.1541205682212
25181	34.8247911871119	TRUE	FALSE	34.8247911871119
25182	36.2752362313268	TRUE	FALSE	36.2752362313268
25183	25.8764140234834	TRUE	FALSE	25.8764140234834
25184	-3.64988772685937	FALSE	TRUE	3.64988772685937
25185	-5.75126972508382	FALSE	TRUE	5.75126972508382
25186	-6.4597657401341	FALSE	TRUE	6.4597657401341
