label_id	type	type_color
13436.0	foregut_muscles	255-255-187-120
13437.0	foregut_neurons	255-23-190-207
13439.0	foregut_muscles	255-255-187-120
13448.0	foregut_muscles	255-255-187-120
13452.0	foregut_muscles	255-255-187-120
13542.0	foregut_muscles	255-255-187-120
13568.0	foregut_muscles	255-255-187-120
13573.0	foregut_muscles	255-255-187-120
13575.0	foregut_neurons	255-23-190-207
13597.0	foregut_muscles	255-255-187-120
13599.0	foregut_muscles	255-255-187-120
13600.0	foregut_muscles	255-255-187-120
13604.0	foregut_neurons	255-23-190-207
13606.0	foregut_neurons	255-23-190-207
13607.0	foregut_neurons	255-23-190-207
13608.0	foregut_neurons	255-23-190-207
13617.0	foregut_neurons	255-23-190-207
13618.0	foregut_muscles	255-255-187-120
13622.0	foregut_neurons	255-23-190-207
13623.0	foregut_neurons	255-23-190-207
13624.0	foregut_muscles	255-255-187-120
13625.0	foregut_neurons	255-23-190-207
13626.0	foregut_neurons	255-23-190-207
13627.0	foregut_neurons	255-23-190-207
13644.0	foregut_neurons	255-23-190-207
13645.0	foregut_neurons	255-23-190-207
13647.0	foregut_neurons	255-23-190-207
13650.0	foregut_neurons	255-23-190-207
13652.0	forgut_epithelium	255-188-189-34
13654.0	foregut_neurons	255-23-190-207
13668.0	foregut_neurons	255-23-190-207
13669.0	foregut_neurons	255-23-190-207
13670.0	foregut_neurons	255-23-190-207
13673.0	foregut_neurons	255-23-190-207
13680.0	foregut_muscles	255-255-187-120
13682.0	foregut_neurons	255-23-190-207
13683.0	foregut_neurons	255-23-190-207
13684.0	foregut_neurons	255-23-190-207
13685.0	foregut_neurons	255-23-190-207
13785.0	foregut_muscles	255-255-187-120
13786.0	foregut_muscles	255-255-187-120
13789.0	foregut_muscles	255-255-187-120
13816.0	foregut_muscles	255-255-187-120
13817.0	foregut_muscles	255-255-187-120
13818.0	foregut_muscles	255-255-187-120
13820.0	foregut_muscles	255-255-187-120
13822.0	foregut_neurons	255-23-190-207
13823.0	foregut_neurons	255-23-190-207
13824.0	foregut_muscles	255-255-187-120
13846.0	foregut_neurons	255-23-190-207
13847.0	foregut_neurons	255-23-190-207
13848.0	foregut_neurons	255-23-190-207
13849.0	forgut_epithelium	255-188-189-34
13851.0	foregut_neurons	255-23-190-207
