label_id	type	type_color
13863.0	foregut_neurons	255-23-190-207
13880.0	foregut_muscles	255-255-187-120
13970.0	foregut_muscles	255-255-187-120
13975.0	foregut_neurons	255-23-190-207
13996.0	foregut_muscles	255-255-187-120
13998.0	foregut_neurons	255-23-190-207
14000.0	foregut_neurons	255-23-190-207
14017.0	foregut_muscles	255-255-187-120
14018.0	foregut_muscles	255-255-187-120
14024.0	foregut_neurons	255-23-190-207
14026.0	foregut_neurons	255-23-190-207
14027.0	foregut_neurons	255-23-190-207
14028.0	foregut_neurons	255-23-190-207
14029.0	foregut_neurons	255-23-190-207
14030.0	foregut_neurons	255-23-190-207
14042.0	foregut_neurons	255-23-190-207
14044.0	foregut_muscles	255-255-187-120
14046.0	foregut_neurons	255-23-190-207
14047.0	foregut_muscles	255-255-187-120
14049.0	foregut_neurons	255-23-190-207
14050.0	forgut_epithelium	255-188-189-34
14051.0	forgut_epithelium	255-188-189-34
14053.0	foregut_muscles	255-255-187-120
14054.0	forgut_epithelium	255-188-189-34
14075.0	forgut_epithelium	255-188-189-34
14183.0	foregut_muscles	255-255-187-120
14184.0	foregut_muscles	255-255-187-120
14185.0	foregut_muscles	255-255-187-120
14202.0	foregut_muscles	255-255-187-120
14203.0	foregut_muscles	255-255-187-120
14205.0	foregut_muscles	255-255-187-120
14206.0	foregut_neurons	255-23-190-207
14218.0	foregut_neurons	255-23-190-207
14223.0	foregut_neurons	255-23-190-207
14226.0	foregut_neurons	255-23-190-207
14227.0	foregut_neurons	255-23-190-207
14241.0	foregut_neurons	255-23-190-207
14242.0	foregut_neurons	255-23-190-207
14243.0	forgut_epithelium	255-188-189-34
14245.0	foregut_neurons	255-23-190-207
14252.0	foregut_neurons	255-23-190-207
14261.0	foregut_muscles	255-255-187-120
14263.0	foregut_neurons	255-23-190-207
14264.0	foregut_neurons	255-23-190-207
14275.0	foregut_neurons	255-23-190-207
14276.0	foregut_neurons	255-23-190-207
14399.0	foregut_neurons	255-23-190-207
14400.0	foregut_neurons	255-23-190-207
14404.0	foregut_neurons	255-23-190-207
14417.0	foregut_neurons	255-23-190-207
14420.0	foregut_neurons	255-23-190-207
14426.0	foregut_neurons	255-23-190-207
14429.0	foregut_muscles	255-255-187-120
14443.0	foregut_neurons	255-23-190-207
14444.0	foregut_muscles	255-255-187-120
14445.0	foregut_neurons	255-23-190-207
14446.0	foregut_neurons	255-23-190-207
14453.0	foregut_neurons	255-23-190-207
14454.0	foregut_neurons	255-23-190-207
14455.0	foregut_neurons	255-23-190-207
14456.0	foregut_neurons	255-23-190-207
14458.0	foregut_neurons	255-23-190-207
14465.0	foregut_neurons	255-23-190-207
14467.0	forgut_epithelium	255-188-189-34
14470.0	foregut_muscles	255-255-187-120
14491.0	foregut_neurons	255-23-190-207
14493.0	foregut_muscles	255-255-187-120
14494.0	forgut_epithelium	255-188-189-34
14505.0	foregut_muscles	255-255-187-120
14506.0	foregut_neurons	255-23-190-207
14580.0	foregut_muscles	255-255-187-120
14591.0	foregut_muscles	255-255-187-120
14613.0	foregut_muscles	255-255-187-120
14616.0	foregut_neurons	255-23-190-207
14617.0	foregut_muscles	255-255-187-120
14622.0	foregut_neurons	255-23-190-207
14624.0	foregut_neurons	255-23-190-207
14640.0	foregut_muscles	255-255-187-120
14644.0	foregut_neurons	255-23-190-207
14654.0	foregut_muscles	255-255-187-120
14655.0	foregut_neurons	255-23-190-207
14657.0	foregut_muscles	255-255-187-120
14661.0	foregut_muscles	255-255-187-120
14674.0	foregut_muscles	255-255-187-120
14677.0	foregut_neurons	255-23-190-207
14678.0	foregut_neurons	255-23-190-207
14679.0	foregut_neurons	255-23-190-207
14680.0	foregut_muscles	255-255-187-120
14681.0	foregut_neurons	255-23-190-207
14809.0	foregut_muscles	255-255-187-120
14813.0	foregut_muscles	255-255-187-120
14814.0	foregut_muscles	255-255-187-120
14820.0	foregut_neurons	255-23-190-207
14821.0	foregut_neurons	255-23-190-207
14822.0	foregut_neurons	255-23-190-207
14823.0	foregut_muscles	255-255-187-120
14846.0	foregut_muscles	255-255-187-120
14849.0	foregut_muscles	255-255-187-120
14853.0	foregut_neurons	255-23-190-207
14854.0	foregut_neurons	255-23-190-207
14859.0	foregut_muscles	255-255-187-120
14868.0	foregut_muscles	255-255-187-120
14870.0	foregut_neurons	255-23-190-207
14871.0	foregut_neurons	255-23-190-207
14872.0	foregut_neurons	255-23-190-207
14873.0	foregut_neurons	255-23-190-207
14874.0	foregut_muscles	255-255-187-120
14875.0	foregut_neurons	255-23-190-207
14876.0	foregut_muscles	255-255-187-120
14878.0	foregut_neurons	255-23-190-207
14879.0	foregut_muscles	255-255-187-120
14880.0	foregut_muscles	255-255-187-120
14906.0	foregut_muscles	255-255-187-120
14918.0	foregut_muscles	255-255-187-120
15004.0	foregut_muscles	255-255-187-120
15033.0	foregut_neurons	255-23-190-207
15035.0	foregut_neurons	255-23-190-207
15061.0	foregut_muscles	255-255-187-120
15063.0	foregut_neurons	255-23-190-207
15064.0	foregut_neurons	255-23-190-207
15079.0	foregut_muscles	255-255-187-120
15084.0	foregut_muscles	255-255-187-120
15106.0	foregut_neurons	255-23-190-207
15193.0	foregut_muscles	255-255-187-120
15218.0	foregut_muscles	255-255-187-120
15234.0	foregut_muscles	255-255-187-120
15241.0	foregut_muscles	255-255-187-120
15245.0	foregut_muscles	255-255-187-120
15247.0	foregut_neurons	255-23-190-207
15260.0	foregut_neurons	255-23-190-207
15261.0	foregut_muscles	255-255-187-120
15263.0	forgut_epithelium	255-188-189-34
15264.0	foregut_muscles	255-255-187-120
15286.0	foregut_muscles	255-255-187-120
15288.0	foregut_muscles	255-255-187-120
15404.0	foregut_muscles	255-255-187-120
15406.0	foregut_muscles	255-255-187-120
15408.0	foregut_muscles	255-255-187-120
15439.0	foregut_muscles	255-255-187-120
15440.0	foregut_neurons	255-23-190-207
15442.0	foregut_muscles	255-255-187-120
15459.0	foregut_muscles	255-255-187-120
15590.0	foregut_muscles	255-255-187-120
15591.0	foregut_muscles	255-255-187-120
15593.0	foregut_muscles	255-255-187-120
15620.0	foregut_muscles	255-255-187-120
15638.0	foregut_muscles	255-255-187-120
15640.0	foregut_muscles	255-255-187-120
15641.0	foregut_muscles	255-255-187-120
15644.0	foregut_muscles	255-255-187-120
15813.0	foregut_muscles	255-255-187-120
15856.0	foregut_muscles	255-255-187-120
15871.0	foregut_muscles	255-255-187-120
15877.0	foregut_muscles	255-255-187-120
16040.0	foregut_muscles	255-255-187-120
16092.0	foregut_muscles	255-255-187-120
16095.0	foregut_muscles	255-255-187-120
16096.0	foregut_muscles	255-255-187-120
16124.0	foregut_muscles	255-255-187-120
16134.0	foregut_muscles	255-255-187-120
16344.0	foregut_muscles	255-255-187-120
16345.0	foregut_muscles	255-255-187-120
16383.0	foregut_muscles	255-255-187-120
18418.0	foregut_neurons	255-23-190-207
18683.0	foregut_neurons	255-23-190-207
19513.0	foregut_muscles	255-255-187-120
19824.0	axocord_muscles	255-214-39-40
20083.0	foregut_neurons	255-23-190-207
24307.0	axocord_muscles	255-214-39-40
25826.0	forgut_epithelium	255-188-189-34
26682.0	foregut_muscles	255-255-187-120
26700.0	forgut_epithelium	255-188-189-34
26982.0	forgut_epithelium	255-188-189-34
27186.0	forgut_epithelium	255-188-189-34
