label_id	1	2	3	cluster	umap_1	umap_2
354.0	0.0	0.0	1.0	3	3.2153509	7.893896000000002
1011.0	0.0	0.0	1.0	3	2.8672316	6.421045
1468.0	0.0	0.0	1.0	3	3.2440330000000004	7.9126806
2319.0	0.0	0.0	1.0	3	3.0146666	8.17109
9622.0	0.0	0.0	1.0	3	3.1859386	7.9577255
10001.0	0.0	0.0	1.0	3	3.136411	7.9812875
10061.0	0.0	0.0	1.0	3	3.1177406000000003	7.961453999999999
10088.0	0.0	0.0	1.0	3	3.1618278	7.894614999999999
10255.0	0.0	0.0	1.0	3	3.164285	7.9691133
10336.0	0.0	0.0	1.0	3	3.1507275000000003	7.971614
10375.0	0.0	0.0	1.0	3	3.1779587000000005	7.9624367
10494.0	0.0	0.0	1.0	3	3.1385012000000003	8.000008
10792.0	0.0	0.0	1.0	3	3.1448267000000003	8.020994
10793.0	0.0	0.0	1.0	3	2.8466604	6.702284
10984.0	0.0	0.0	1.0	3	3.225389	8.152639
10985.0	0.0	0.0	1.0	3	3.2104225	7.900402499999997
11007.0	0.0	0.0	1.0	3	3.179818	7.94498
11027.0	0.0	0.0	1.0	3	3.165866	8.020153
11106.0	0.0	0.0	1.0	3	3.152936	7.986389999999999
11136.0	0.0	0.0	1.0	3	3.1453352000000003	7.9823546
11710.0	1.0	0.0	0.0	1	5.8628497	8.560303
11884.0	0.0	1.0	0.0	2	3.1154425	10.588418
13767.0	0.0	1.0	0.0	2	4.3727407	9.422844
14034.0	1.0	0.0	0.0	1	4.099339499999999	9.06418
15030.0	0.0	1.0	0.0	2	3.7749226	9.122046
15055.0	0.0	1.0	0.0	2	3.7614827000000006	9.103397
15620.0	0.0	0.0	1.0	3	3.8401694	9.100616
16039.0	0.0	0.0	1.0	3	3.7347634	9.013097
16095.0	0.0	0.0	1.0	3	3.2536962000000003	8.225903500000001
16887.0	0.0	0.0	1.0	3	3.2234583	8.116619
16946.0	1.0	0.0	0.0	1	3.1985376	10.629601
16947.0	1.0	0.0	0.0	1	3.1716805	10.652856
16977.0	0.0	1.0	0.0	2	3.1367533	10.74549
16980.0	1.0	0.0	0.0	1	3.1108084	10.616037
17215.0	0.0	1.0	0.0	2	3.1975856	10.811436
17225.0	0.0	0.0	1.0	3	3.2341104	8.170974000000001
17245.0	0.0	1.0	0.0	2	3.1953871	10.839949
17248.0	0.0	1.0	0.0	2	3.1210473	10.893721
17249.0	0.0	1.0	0.0	2	3.1742785	10.8391485
17250.0	0.0	1.0	0.0	2	3.1386335	10.872376
17641.0	0.0	1.0	0.0	2	3.2994566	10.910946
17660.0	1.0	0.0	0.0	1	3.3101978	10.687791
17735.0	1.0	0.0	0.0	1	3.1199126	10.600122
17963.0	0.0	1.0	0.0	2	3.1147022	10.877953
18022.0	0.0	1.0	0.0	2	3.1008093	10.895144
18380.0	0.0	1.0	0.0	2	3.1223624	10.871166
18382.0	0.0	1.0	0.0	2	3.119234	10.874411
18409.0	1.0	0.0	0.0	1	3.3332283	10.670127
18434.0	1.0	0.0	0.0	1	3.381774	10.950002
18457.0	0.0	1.0	0.0	2	3.338877	10.869584
18489.0	1.0	0.0	0.0	1	3.3359650000000003	10.705027
18492.0	1.0	0.0	0.0	1	3.378917	10.774283
18552.0	1.0	0.0	0.0	1	3.111413	10.634402
18701.0	0.0	0.0	1.0	3	3.139396	8.006588
18796.0	1.0	0.0	0.0	1	3.3042026	10.832852
18798.0	1.0	0.0	0.0	1	3.2628903	10.653622
18800.0	1.0	0.0	0.0	1	3.3466046	10.885158
18801.0	1.0	0.0	0.0	1	3.3464503	10.91862
18802.0	1.0	0.0	0.0	1	3.3774126000000004	10.929608
18807.0	1.0	0.0	0.0	1	3.136347	10.599941
18826.0	1.0	0.0	0.0	1	3.3332693999999994	10.866851
18827.0	1.0	0.0	0.0	1	3.355489	10.895862
18829.0	1.0	0.0	0.0	1	3.4107792000000003	10.887795
18830.0	1.0	0.0	0.0	1	3.4149922999999993	10.863972
18832.0	1.0	0.0	0.0	1	3.3884025	10.678145
18855.0	1.0	0.0	0.0	1	3.3633462999999995	10.818605
18862.0	1.0	0.0	0.0	1	3.3241684	10.863419
18863.0	1.0	0.0	0.0	1	3.4027996	10.752007
18893.0	1.0	0.0	0.0	1	3.390075	10.849987
19115.0	0.0	0.0	1.0	3	3.162527	7.9381533
19120.0	0.0	1.0	0.0	2	3.119122	10.866813
19142.0	1.0	0.0	0.0	1	3.2797227	10.792368
19143.0	1.0	0.0	0.0	1	3.341254	10.850939
19165.0	1.0	0.0	0.0	1	3.287449	10.810796
19166.0	1.0	0.0	0.0	1	3.317884	10.784599
19167.0	1.0	0.0	0.0	1	3.3679314	10.885552
19259.0	0.0	0.0	1.0	3	3.1520872000000004	7.972146
19463.0	1.0	0.0	0.0	1	3.2650018	10.615058
19688.0	0.0	0.0	1.0	3	3.1453633	8.039867999999998
19689.0	0.0	0.0	1.0	3	3.1450696	8.066092999999999
19788.0	0.0	0.0	1.0	3	3.0733807	8.039337
19796.0	0.0	1.0	0.0	2	3.0428681	10.781684
19807.0	0.0	0.0	1.0	3	3.1316576	8.002974
19926.0	0.0	0.0	1.0	3	3.1194534	7.983076
19967.0	0.0	0.0	1.0	3	2.697741	6.654451
19989.0	0.0	0.0	1.0	3	3.1802983	7.8854647
19995.0	0.0	0.0	1.0	3	3.1387615	8.001567
19996.0	0.0	0.0	1.0	3	3.145745	8.008248
20014.0	0.0	0.0	1.0	3	3.1761072	7.9141702999999985
20017.0	0.0	1.0	0.0	2	3.0888767	10.8778305
20041.0	1.0	0.0	0.0	1	3.1763775	10.813527
20054.0	0.0	0.0	1.0	3	3.140876	7.954542599999999
20295.0	0.0	1.0	0.0	2	3.103707	10.853683
