label_id	morphocontext_clust_color	gene_clust_color	manually_segm_color
8435.0	255-31-119-180	255-31-119-180	255-219-219-141
8437.0	255-197-176-213	255-31-119-180	255-219-219-141
8438.0	255-31-119-180	255-31-119-180	255-219-219-141
8439.0	255-31-119-180	255-31-119-180	255-219-219-141
8440.0	255-31-119-180	255-31-119-180	255-219-219-141
8441.0	255-31-119-180	255-31-119-180	255-219-219-141
8447.0	0-0-0-0	0-0-0-0	0-0-0-0
8448.0	0-0-0-0	0-0-0-0	0-0-0-0
8450.0	0-0-0-0	0-0-0-0	0-0-0-0
8451.0	0-0-0-0	0-0-0-0	0-0-0-0
8453.0	0-0-0-0	0-0-0-0	0-0-0-0
8454.0	0-0-0-0	0-0-0-0	0-0-0-0
8457.0	0-0-0-0	0-0-0-0	0-0-0-0
8459.0	0-0-0-0	255-31-119-180	255-219-219-141
8460.0	0-0-0-0	255-31-119-180	0-0-0-0
8461.0	255-31-119-180	255-31-119-180	255-219-219-141
8468.0	0-0-0-0	0-0-0-0	0-0-0-0
8469.0	0-0-0-0	0-0-0-0	0-0-0-0
8471.0	0-0-0-0	0-0-0-0	0-0-0-0
8472.0	0-0-0-0	0-0-0-0	0-0-0-0
8473.0	0-0-0-0	0-0-0-0	0-0-0-0
8474.0	0-0-0-0	0-0-0-0	0-0-0-0
8476.0	255-158-218-229	255-31-119-180	255-219-219-141
8477.0	255-31-119-180	255-31-119-180	255-219-219-141
8482.0	0-0-0-0	255-31-119-180	255-219-219-141
8483.0	255-197-176-213	255-31-119-180	255-219-219-141
8484.0	255-31-119-180	255-31-119-180	255-219-219-141
8485.0	255-197-176-213	255-31-119-180	255-219-219-141
8486.0	255-197-176-213	255-31-119-180	255-219-219-141
8489.0	255-44-160-44	255-31-119-180	255-219-219-141
8490.0	255-31-119-180	255-31-119-180	255-219-219-141
8491.0	0-0-0-0	255-31-119-180	0-0-0-0
8492.0	0-0-0-0	0-0-0-0	0-0-0-0
8493.0	0-0-0-0	0-0-0-0	0-0-0-0
8498.0	0-0-0-0	0-0-0-0	0-0-0-0
8500.0	0-0-0-0	255-31-119-180	255-219-219-141
8502.0	255-197-176-213	255-31-119-180	255-219-219-141
8503.0	0-0-0-0	255-31-119-180	255-219-219-141
8504.0	0-0-0-0	255-31-119-180	255-219-219-141
8505.0	0-0-0-0	255-31-119-180	255-219-219-141
8506.0	255-140-86-75	255-31-119-180	255-219-219-141
8507.0	255-44-160-44	255-31-119-180	255-219-219-141
8509.0	0-0-0-0	255-140-86-75	255-219-219-141
8510.0	0-0-0-0	255-140-86-75	255-219-219-141
8512.0	0-0-0-0	255-31-119-180	0-0-0-0
8513.0	255-227-119-194	255-31-119-180	255-227-119-194
8517.0	0-0-0-0	255-31-119-180	255-219-219-141
8520.0	0-0-0-0	0-0-0-0	0-0-0-0
8522.0	255-148-103-189	255-148-103-189	255-197-176-213
8523.0	255-148-103-189	255-148-103-189	255-197-176-213
8524.0	255-148-103-189	255-197-176-213	255-197-176-213
8526.0	0-0-0-0	0-0-0-0	0-0-0-0
8535.0	0-0-0-0	0-0-0-0	0-0-0-0
8541.0	0-0-0-0	255-148-103-189	255-197-176-213
8544.0	255-148-103-189	255-148-103-189	255-197-176-213
8545.0	255-148-103-189	255-148-103-189	255-197-176-213
8546.0	255-197-176-213	255-148-103-189	255-197-176-213
8551.0	0-0-0-0	0-0-0-0	0-0-0-0
8555.0	255-148-103-189	255-148-103-189	255-197-176-213
8556.0	255-197-176-213	255-148-103-189	255-197-176-213
8557.0	255-148-103-189	255-148-103-189	255-197-176-213
8560.0	0-0-0-0	0-0-0-0	0-0-0-0
8561.0	0-0-0-0	0-0-0-0	0-0-0-0
8562.0	0-0-0-0	0-0-0-0	0-0-0-0
8564.0	0-0-0-0	0-0-0-0	0-0-0-0
8567.0	0-0-0-0	0-0-0-0	0-0-0-0
8568.0	0-0-0-0	0-0-0-0	0-0-0-0
8572.0	0-0-0-0	0-0-0-0	0-0-0-0
8574.0	0-0-0-0	255-31-119-180	0-0-0-0
8576.0	0-0-0-0	255-31-119-180	0-0-0-0
8578.0	255-148-103-189	255-148-103-189	255-197-176-213
8590.0	0-0-0-0	0-0-0-0	0-0-0-0
8591.0	0-0-0-0	0-0-0-0	0-0-0-0
8592.0	0-0-0-0	0-0-0-0	0-0-0-0
8593.0	0-0-0-0	0-0-0-0	0-0-0-0
8594.0	0-0-0-0	255-31-119-180	255-219-219-141
8596.0	255-31-119-180	255-31-119-180	255-219-219-141
8597.0	0-0-0-0	0-0-0-0	0-0-0-0
8601.0	0-0-0-0	0-0-0-0	0-0-0-0
8604.0	0-0-0-0	0-0-0-0	0-0-0-0
8605.0	0-0-0-0	0-0-0-0	0-0-0-0
8606.0	0-0-0-0	0-0-0-0	0-0-0-0
8607.0	0-0-0-0	255-31-119-180	255-219-219-141
8608.0	0-0-0-0	255-31-119-180	255-219-219-141
8609.0	0-0-0-0	255-31-119-180	255-219-219-141
8610.0	255-31-119-180	255-31-119-180	255-219-219-141
8611.0	255-31-119-180	255-31-119-180	255-219-219-141
8612.0	0-0-0-0	255-31-119-180	255-219-219-141
8613.0	0-0-0-0	255-31-119-180	255-219-219-141
8618.0	0-0-0-0	0-0-0-0	0-0-0-0
8619.0	0-0-0-0	0-0-0-0	0-0-0-0
8620.0	0-0-0-0	0-0-0-0	0-0-0-0
8623.0	0-0-0-0	0-0-0-0	0-0-0-0
8633.0	0-0-0-0	255-31-119-180	255-219-219-141
8634.0	255-31-119-180	255-31-119-180	255-219-219-141
8635.0	0-0-0-0	255-31-119-180	255-219-219-141
8636.0	255-31-119-180	255-31-119-180	255-219-219-141
8637.0	0-0-0-0	255-31-119-180	255-219-219-141
8638.0	0-0-0-0	255-31-119-180	255-219-219-141
8639.0	255-31-119-180	255-31-119-180	255-219-219-141
8640.0	255-31-119-180	255-31-119-180	255-219-219-141
8644.0	0-0-0-0	0-0-0-0	0-0-0-0
8647.0	0-0-0-0	0-0-0-0	0-0-0-0
8648.0	0-0-0-0	0-0-0-0	0-0-0-0
8649.0	0-0-0-0	0-0-0-0	0-0-0-0
8650.0	0-0-0-0	0-0-0-0	0-0-0-0
8651.0	0-0-0-0	0-0-0-0	0-0-0-0
8652.0	0-0-0-0	0-0-0-0	0-0-0-0
8653.0	0-0-0-0	0-0-0-0	0-0-0-0
8656.0	255-197-176-213	255-31-119-180	255-219-219-141
8657.0	255-197-176-213	255-31-119-180	255-219-219-141
8658.0	0-0-0-0	255-31-119-180	255-219-219-141
8659.0	255-31-119-180	255-31-119-180	0-0-0-0
8660.0	0-0-0-0	255-31-119-180	255-219-219-141
8661.0	255-31-119-180	255-31-119-180	255-219-219-141
8666.0	0-0-0-0	255-31-119-180	0-0-0-0
8667.0	0-0-0-0	0-0-0-0	0-0-0-0
8669.0	255-197-176-213	255-31-119-180	255-219-219-141
8670.0	255-197-176-213	255-31-119-180	255-219-219-141
8671.0	255-197-176-213	255-31-119-180	255-219-219-141
8672.0	255-197-176-213	255-31-119-180	255-219-219-141
8674.0	255-197-176-213	255-31-119-180	255-219-219-141
8676.0	255-44-160-44	255-31-119-180	255-219-219-141
8677.0	255-197-176-213	255-31-119-180	255-219-219-141
8678.0	255-31-119-180	255-31-119-180	255-219-219-141
8679.0	255-140-86-75	255-31-119-180	255-219-219-141
8681.0	255-31-119-180	255-31-119-180	255-219-219-141
8682.0	255-31-119-180	255-140-86-75	0-0-0-0
8683.0	0-0-0-0	255-140-86-75	0-0-0-0
8684.0	255-31-119-180	255-140-86-75	255-219-219-141
8690.0	0-0-0-0	0-0-0-0	0-0-0-0
8691.0	0-0-0-0	255-31-119-180	0-0-0-0
8692.0	0-0-0-0	255-31-119-180	255-158-218-229
8693.0	255-31-119-180	255-31-119-180	255-219-219-141
8694.0	255-31-119-180	255-31-119-180	255-219-219-141
8695.0	255-31-119-180	255-31-119-180	255-219-219-141
8696.0	255-197-176-213	255-31-119-180	255-219-219-141
8697.0	255-31-119-180	255-31-119-180	255-219-219-141
8698.0	255-31-119-180	255-31-119-180	255-219-219-141
8699.0	0-0-0-0	255-31-119-180	255-219-219-141
8700.0	255-31-119-180	255-31-119-180	255-219-219-141
8701.0	255-31-119-180	255-31-119-180	255-219-219-141
8702.0	0-0-0-0	255-140-86-75	255-219-219-141
8707.0	0-0-0-0	0-0-0-0	0-0-0-0
8710.0	0-0-0-0	255-140-86-75	0-0-0-0
8711.0	0-0-0-0	0-0-0-0	0-0-0-0
8714.0	255-148-103-189	255-31-119-180	255-219-219-141
8716.0	255-31-119-180	255-31-119-180	255-219-219-141
8717.0	255-31-119-180	255-31-119-180	255-219-219-141
8718.0	0-0-0-0	255-31-119-180	255-219-219-141
8724.0	0-0-0-0	255-148-103-189	255-197-176-213
8725.0	255-148-103-189	255-197-176-213	255-197-176-213
8734.0	255-148-103-189	255-148-103-189	255-197-176-213
8735.0	255-148-103-189	255-148-103-189	255-197-176-213
8736.0	255-148-103-189	255-148-103-189	255-197-176-213
8738.0	0-0-0-0	0-0-0-0	0-0-0-0
8742.0	0-0-0-0	255-196-156-148	0-0-0-0
8743.0	0-0-0-0	0-0-0-0	0-0-0-0
8745.0	255-148-103-189	255-148-103-189	255-197-176-213
8748.0	255-148-103-189	255-148-103-189	255-197-176-213
8749.0	255-148-103-189	255-148-103-189	255-197-176-213
8751.0	0-0-0-0	0-0-0-0	0-0-0-0
8755.0	255-148-103-189	255-148-103-189	255-197-176-213
8760.0	0-0-0-0	0-0-0-0	0-0-0-0
8761.0	0-0-0-0	0-0-0-0	0-0-0-0
8763.0	0-0-0-0	0-0-0-0	0-0-0-0
8764.0	0-0-0-0	0-0-0-0	0-0-0-0
8770.0	255-148-103-189	255-148-103-189	255-197-176-213
8771.0	255-148-103-189	255-148-103-189	255-197-176-213
8775.0	0-0-0-0	0-0-0-0	0-0-0-0
8777.0	0-0-0-0	0-0-0-0	0-0-0-0
8783.0	0-0-0-0	255-197-176-213	0-0-0-0
8784.0	0-0-0-0	0-0-0-0	0-0-0-0
8785.0	0-0-0-0	0-0-0-0	0-0-0-0
8786.0	0-0-0-0	0-0-0-0	0-0-0-0
8787.0	0-0-0-0	0-0-0-0	0-0-0-0
8794.0	255-197-176-213	255-197-176-213	255-197-176-213
8798.0	0-0-0-0	0-0-0-0	0-0-0-0
8799.0	0-0-0-0	0-0-0-0	0-0-0-0
8801.0	0-0-0-0	255-197-176-213	0-0-0-0
8803.0	0-0-0-0	0-0-0-0	0-0-0-0
8804.0	0-0-0-0	0-0-0-0	0-0-0-0
8810.0	0-0-0-0	0-0-0-0	0-0-0-0
8811.0	0-0-0-0	0-0-0-0	0-0-0-0
8812.0	0-0-0-0	0-0-0-0	0-0-0-0
8813.0	0-0-0-0	255-31-119-180	255-219-219-141
8814.0	255-31-119-180	255-31-119-180	255-219-219-141
8815.0	0-0-0-0	255-31-119-180	0-0-0-0
8816.0	255-31-119-180	255-31-119-180	255-219-219-141
8817.0	255-31-119-180	255-31-119-180	255-219-219-141
8819.0	0-0-0-0	0-0-0-0	0-0-0-0
8820.0	0-0-0-0	0-0-0-0	0-0-0-0
8821.0	0-0-0-0	0-0-0-0	0-0-0-0
8822.0	0-0-0-0	0-0-0-0	0-0-0-0
8824.0	0-0-0-0	0-0-0-0	0-0-0-0
8825.0	0-0-0-0	0-0-0-0	0-0-0-0
8827.0	0-0-0-0	0-0-0-0	0-0-0-0
8829.0	0-0-0-0	0-0-0-0	0-0-0-0
8831.0	0-0-0-0	0-0-0-0	0-0-0-0
8833.0	0-0-0-0	0-0-0-0	0-0-0-0
8834.0	255-197-176-213	255-31-119-180	255-219-219-141
8835.0	255-31-119-180	255-31-119-180	255-219-219-141
8836.0	255-31-119-180	255-31-119-180	255-219-219-141
8837.0	255-31-119-180	255-31-119-180	255-219-219-141
8838.0	255-31-119-180	255-31-119-180	255-219-219-141
8845.0	0-0-0-0	0-0-0-0	0-0-0-0
8848.0	0-0-0-0	0-0-0-0	0-0-0-0
8850.0	0-0-0-0	0-0-0-0	0-0-0-0
8852.0	0-0-0-0	0-0-0-0	0-0-0-0
8853.0	0-0-0-0	0-0-0-0	0-0-0-0
8854.0	0-0-0-0	0-0-0-0	0-0-0-0
8855.0	0-0-0-0	0-0-0-0	0-0-0-0
8856.0	0-0-0-0	0-0-0-0	0-0-0-0
8861.0	255-197-176-213	255-197-176-213	255-219-219-141
8862.0	255-31-119-180	255-31-119-180	255-219-219-141
8864.0	0-0-0-0	255-31-119-180	255-219-219-141
8865.0	255-31-119-180	255-31-119-180	255-219-219-141
8866.0	0-0-0-0	255-31-119-180	0-0-0-0
8868.0	255-197-176-213	255-31-119-180	255-219-219-141
8869.0	255-197-176-213	255-31-119-180	255-219-219-141
8870.0	255-31-119-180	255-31-119-180	255-219-219-141
8871.0	0-0-0-0	255-140-86-75	255-219-219-141
8875.0	0-0-0-0	0-0-0-0	0-0-0-0
8880.0	0-0-0-0	255-31-119-180	0-0-0-0
8881.0	255-31-119-180	255-31-119-180	255-219-219-141
8882.0	0-0-0-0	255-31-119-180	255-219-219-141
8883.0	0-0-0-0	255-31-119-180	255-219-219-141
8888.0	255-31-119-180	255-31-119-180	0-0-0-0
8889.0	255-148-103-189	255-31-119-180	255-219-219-141
8890.0	255-31-119-180	255-31-119-180	255-219-219-141
8891.0	255-148-103-189	255-31-119-180	255-219-219-141
8896.0	0-0-0-0	0-0-0-0	0-0-0-0
8897.0	0-0-0-0	0-0-0-0	0-0-0-0
8898.0	0-0-0-0	255-196-156-148	0-0-0-0
8906.0	255-148-103-189	255-148-103-189	255-197-176-213
8907.0	255-148-103-189	255-148-103-189	255-197-176-213
8908.0	0-0-0-0	0-0-0-0	0-0-0-0
8909.0	0-0-0-0	255-197-176-213	0-0-0-0
8910.0	0-0-0-0	255-196-156-148	0-0-0-0
8913.0	255-148-103-189	255-148-103-189	255-197-176-213
8914.0	255-148-103-189	255-148-103-189	255-197-176-213
8915.0	255-148-103-189	255-148-103-189	255-197-176-213
8916.0	255-148-103-189	255-197-176-213	255-197-176-213
8917.0	255-197-176-213	255-197-176-213	255-197-176-213
8924.0	255-148-103-189	255-148-103-189	255-197-176-213
8926.0	255-148-103-189	255-148-103-189	255-197-176-213
8928.0	255-148-103-189	255-148-103-189	255-197-176-213
8930.0	255-148-103-189	255-148-103-189	255-197-176-213
8931.0	0-0-0-0	0-0-0-0	0-0-0-0
8935.0	0-0-0-0	0-0-0-0	0-0-0-0
8937.0	0-0-0-0	0-0-0-0	0-0-0-0
8943.0	255-148-103-189	255-148-103-189	255-197-176-213
8944.0	255-148-103-189	255-148-103-189	255-197-176-213
8945.0	255-148-103-189	255-148-103-189	255-197-176-213
8946.0	255-148-103-189	255-148-103-189	255-197-176-213
8947.0	255-148-103-189	255-148-103-189	255-197-176-213
8948.0	255-148-103-189	255-148-103-189	255-197-176-213
8949.0	255-148-103-189	255-148-103-189	255-197-176-213
8953.0	0-0-0-0	0-0-0-0	0-0-0-0
8954.0	0-0-0-0	0-0-0-0	0-0-0-0
8956.0	0-0-0-0	0-0-0-0	0-0-0-0
8958.0	0-0-0-0	0-0-0-0	0-0-0-0
8959.0	0-0-0-0	0-0-0-0	0-0-0-0
8960.0	0-0-0-0	0-0-0-0	0-0-0-0
8961.0	0-0-0-0	0-0-0-0	0-0-0-0
8964.0	0-0-0-0	0-0-0-0	0-0-0-0
8967.0	0-0-0-0	255-31-119-180	255-219-219-141
8970.0	255-148-103-189	255-148-103-189	255-197-176-213
8971.0	255-148-103-189	255-197-176-213	255-197-176-213
8974.0	0-0-0-0	0-0-0-0	0-0-0-0
8975.0	0-0-0-0	0-0-0-0	0-0-0-0
8979.0	0-0-0-0	0-0-0-0	0-0-0-0
8980.0	0-0-0-0	255-31-119-180	0-0-0-0
8981.0	0-0-0-0	0-0-0-0	255-197-176-213
8982.0	0-0-0-0	0-0-0-0	0-0-0-0
8985.0	0-0-0-0	0-0-0-0	0-0-0-0
8988.0	0-0-0-0	0-0-0-0	0-0-0-0
8989.0	0-0-0-0	255-31-119-180	0-0-0-0
8990.0	0-0-0-0	255-31-119-180	255-219-219-141
8991.0	255-197-176-213	255-197-176-213	255-219-219-141
8994.0	0-0-0-0	255-31-119-180	255-219-219-141
8996.0	0-0-0-0	255-196-156-148	0-0-0-0
8997.0	0-0-0-0	0-0-0-0	0-0-0-0
8999.0	0-0-0-0	0-0-0-0	255-197-176-213
9001.0	0-0-0-0	0-0-0-0	0-0-0-0
9003.0	0-0-0-0	0-0-0-0	0-0-0-0
9006.0	0-0-0-0	0-0-0-0	0-0-0-0
9007.0	0-0-0-0	0-0-0-0	0-0-0-0
9010.0	0-0-0-0	255-31-119-180	255-219-219-141
9011.0	255-31-119-180	255-31-119-180	255-219-219-141
9012.0	0-0-0-0	255-31-119-180	0-0-0-0
9013.0	255-31-119-180	255-31-119-180	255-219-219-141
9016.0	0-0-0-0	0-0-0-0	0-0-0-0
9020.0	0-0-0-0	0-0-0-0	0-0-0-0
9021.0	0-0-0-0	0-0-0-0	0-0-0-0
9023.0	0-0-0-0	0-0-0-0	0-0-0-0
9024.0	0-0-0-0	0-0-0-0	0-0-0-0
9026.0	0-0-0-0	0-0-0-0	0-0-0-0
9028.0	255-197-176-213	255-31-119-180	255-219-219-141
9029.0	255-31-119-180	255-31-119-180	255-219-219-141
9030.0	255-158-218-229	255-31-119-180	255-219-219-141
9031.0	255-148-103-189	255-31-119-180	255-219-219-141
9032.0	0-0-0-0	255-31-119-180	255-219-219-141
9033.0	0-0-0-0	255-31-119-180	255-219-219-141
9044.0	255-197-176-213	255-31-119-180	255-219-219-141
9045.0	0-0-0-0	255-31-119-180	255-219-219-141
9046.0	255-197-176-213	255-31-119-180	255-219-219-141
9047.0	0-0-0-0	255-31-119-180	255-219-219-141
9049.0	255-44-160-44	255-31-119-180	255-219-219-141
9055.0	0-0-0-0	255-31-119-180	255-219-219-141
9056.0	0-0-0-0	255-31-119-180	0-0-0-0
9057.0	255-31-119-180	255-31-119-180	255-219-219-141
9058.0	0-0-0-0	255-31-119-180	0-0-0-0
9060.0	0-0-0-0	255-31-119-180	255-219-219-141
9061.0	255-31-119-180	255-31-119-180	255-219-219-141
9062.0	255-31-119-180	255-31-119-180	255-219-219-141
9065.0	0-0-0-0	255-31-119-180	255-219-219-141
9066.0	255-219-219-141	255-31-119-180	255-219-219-141
9067.0	255-148-103-189	255-31-119-180	255-219-219-141
9068.0	255-197-176-213	255-31-119-180	255-219-219-141
9072.0	255-31-119-180	255-31-119-180	255-219-219-141
9077.0	0-0-0-0	0-0-0-0	0-0-0-0
9079.0	0-0-0-0	0-0-0-0	0-0-0-0
9081.0	0-0-0-0	0-0-0-0	0-0-0-0
9082.0	0-0-0-0	0-0-0-0	0-0-0-0
9083.0	0-0-0-0	0-0-0-0	0-0-0-0
9088.0	0-0-0-0	0-0-0-0	0-0-0-0
9090.0	0-0-0-0	255-196-156-148	0-0-0-0
9096.0	0-0-0-0	0-0-0-0	0-0-0-0
9098.0	255-148-103-189	255-148-103-189	255-197-176-213
9099.0	255-148-103-189	255-148-103-189	255-197-176-213
9100.0	255-197-176-213	255-197-176-213	255-197-176-213
9103.0	0-0-0-0	255-196-156-148	0-0-0-0
9109.0	0-0-0-0	0-0-0-0	0-0-0-0
9110.0	0-0-0-0	0-0-0-0	0-0-0-0
9111.0	0-0-0-0	255-148-103-189	255-197-176-213
9112.0	255-148-103-189	255-148-103-189	255-197-176-213
9113.0	255-148-103-189	255-148-103-189	255-197-176-213
9114.0	255-148-103-189	255-148-103-189	255-197-176-213
9115.0	255-148-103-189	255-148-103-189	255-197-176-213
9117.0	255-148-103-189	255-148-103-189	255-197-176-213
9118.0	255-148-103-189	255-148-103-189	255-197-176-213
9119.0	255-148-103-189	255-148-103-189	255-197-176-213
9123.0	0-0-0-0	0-0-0-0	0-0-0-0
9126.0	0-0-0-0	255-148-103-189	255-197-176-213
9128.0	255-148-103-189	255-148-103-189	255-197-176-213
9130.0	255-148-103-189	255-148-103-189	255-197-176-213
9131.0	255-148-103-189	255-148-103-189	255-197-176-213
9138.0	0-0-0-0	0-0-0-0	0-0-0-0
9142.0	255-148-103-189	255-148-103-189	255-197-176-213
9143.0	255-158-218-229	255-148-103-189	255-197-176-213
9144.0	0-0-0-0	0-0-0-0	0-0-0-0
9145.0	0-0-0-0	0-0-0-0	0-0-0-0
9148.0	0-0-0-0	0-0-0-0	0-0-0-0
9149.0	0-0-0-0	0-0-0-0	0-0-0-0
9153.0	0-0-0-0	255-31-119-180	0-0-0-0
9155.0	255-148-103-189	255-148-103-189	255-197-176-213
9156.0	255-148-103-189	255-148-103-189	255-197-176-213
9157.0	255-148-103-189	255-197-176-213	255-197-176-213
9158.0	255-148-103-189	255-148-103-189	255-197-176-213
9168.0	0-0-0-0	0-0-0-0	0-0-0-0
9169.0	0-0-0-0	0-0-0-0	0-0-0-0
9174.0	0-0-0-0	255-31-119-180	0-0-0-0
9175.0	0-0-0-0	255-31-119-180	255-219-219-141
9176.0	0-0-0-0	255-196-156-148	255-197-176-213
9185.0	0-0-0-0	0-0-0-0	0-0-0-0
9186.0	0-0-0-0	0-0-0-0	0-0-0-0
9187.0	0-0-0-0	0-0-0-0	0-0-0-0
9189.0	0-0-0-0	0-0-0-0	0-0-0-0
9192.0	0-0-0-0	0-0-0-0	0-0-0-0
9193.0	0-0-0-0	255-31-119-180	255-219-219-141
9194.0	255-31-119-180	255-31-119-180	255-219-219-141
9195.0	0-0-0-0	255-31-119-180	255-219-219-141
9197.0	0-0-0-0	255-197-176-213	0-0-0-0
9201.0	0-0-0-0	0-0-0-0	0-0-0-0
9202.0	0-0-0-0	0-0-0-0	0-0-0-0
9205.0	0-0-0-0	0-0-0-0	0-0-0-0
9206.0	0-0-0-0	0-0-0-0	0-0-0-0
9207.0	255-197-176-213	255-31-119-180	255-219-219-141
9208.0	255-31-119-180	255-31-119-180	255-219-219-141
9209.0	255-31-119-180	255-31-119-180	255-219-219-141
9210.0	0-0-0-0	255-31-119-180	255-219-219-141
9212.0	0-0-0-0	0-0-0-0	0-0-0-0
9213.0	0-0-0-0	0-0-0-0	0-0-0-0
9214.0	0-0-0-0	0-0-0-0	0-0-0-0
9217.0	255-197-176-213	255-31-119-180	255-219-219-141
9218.0	255-31-119-180	255-31-119-180	255-219-219-141
9219.0	255-158-218-229	255-31-119-180	255-219-219-141
9220.0	255-148-103-189	255-31-119-180	255-219-219-141
9221.0	255-31-119-180	255-31-119-180	255-219-219-141
9222.0	0-0-0-0	255-31-119-180	255-219-219-141
9223.0	0-0-0-0	0-0-0-0	0-0-0-0
9226.0	0-0-0-0	0-0-0-0	0-0-0-0
9227.0	255-197-176-213	255-31-119-180	255-219-219-141
9228.0	255-197-176-213	255-31-119-180	255-219-219-141
9231.0	255-31-119-180	255-31-119-180	255-219-219-141
9232.0	0-0-0-0	255-140-86-75	255-219-219-141
9235.0	0-0-0-0	0-0-0-0	0-0-0-0
9236.0	0-0-0-0	0-0-0-0	0-0-0-0
9240.0	0-0-0-0	255-31-119-180	0-0-0-0
9241.0	0-0-0-0	255-31-119-180	0-0-0-0
9242.0	255-31-119-180	255-31-119-180	255-219-219-141
9243.0	0-0-0-0	255-31-119-180	255-219-219-141
9244.0	0-0-0-0	255-31-119-180	255-219-219-141
9254.0	0-0-0-0	0-0-0-0	0-0-0-0
9257.0	0-0-0-0	0-0-0-0	0-0-0-0
9263.0	0-0-0-0	0-0-0-0	0-0-0-0
9264.0	0-0-0-0	0-0-0-0	0-0-0-0
9265.0	0-0-0-0	0-0-0-0	0-0-0-0
9267.0	0-0-0-0	255-148-103-189	255-197-176-213
9269.0	255-148-103-189	255-148-103-189	255-197-176-213
9270.0	255-197-176-213	255-197-176-213	255-197-176-213
9272.0	0-0-0-0	0-0-0-0	0-0-0-0
9273.0	255-148-103-189	255-148-103-189	255-197-176-213
9274.0	255-148-103-189	255-148-103-189	255-197-176-213
9276.0	255-148-103-189	255-148-103-189	255-197-176-213
9277.0	255-148-103-189	255-148-103-189	255-197-176-213
9278.0	0-0-0-0	0-0-0-0	0-0-0-0
9281.0	0-0-0-0	0-0-0-0	0-0-0-0
9283.0	0-0-0-0	0-0-0-0	0-0-0-0
9284.0	255-148-103-189	255-148-103-189	255-197-176-213
9286.0	255-148-103-189	255-148-103-189	255-197-176-213
9287.0	255-197-176-213	255-148-103-189	255-197-176-213
9292.0	0-0-0-0	0-0-0-0	0-0-0-0
9294.0	0-0-0-0	0-0-0-0	0-0-0-0
9299.0	0-0-0-0	255-148-103-189	255-197-176-213
9300.0	255-148-103-189	255-148-103-189	255-197-176-213
9305.0	0-0-0-0	0-0-0-0	0-0-0-0
9308.0	0-0-0-0	0-0-0-0	0-0-0-0
9309.0	0-0-0-0	0-0-0-0	0-0-0-0
9310.0	0-0-0-0	0-0-0-0	0-0-0-0
9311.0	0-0-0-0	255-31-119-180	0-0-0-0
9314.0	255-148-103-189	255-197-176-213	255-197-176-213
9315.0	0-0-0-0	0-0-0-0	0-0-0-0
9321.0	0-0-0-0	0-0-0-0	0-0-0-0
9322.0	0-0-0-0	0-0-0-0	0-0-0-0
9323.0	0-0-0-0	0-0-0-0	0-0-0-0
9324.0	0-0-0-0	0-0-0-0	0-0-0-0
9325.0	0-0-0-0	0-0-0-0	0-0-0-0
9328.0	0-0-0-0	255-31-119-180	255-219-219-141
9331.0	0-0-0-0	255-196-156-148	0-0-0-0
9332.0	255-197-176-213	255-197-176-213	255-197-176-213
9333.0	255-197-176-213	255-197-176-213	255-197-176-213
9334.0	0-0-0-0	0-0-0-0	0-0-0-0
9343.0	0-0-0-0	0-0-0-0	0-0-0-0
9344.0	0-0-0-0	0-0-0-0	0-0-0-0
9345.0	0-0-0-0	0-0-0-0	0-0-0-0
9346.0	0-0-0-0	0-0-0-0	0-0-0-0
9348.0	255-31-119-180	255-31-119-180	255-219-219-141
9349.0	0-0-0-0	255-31-119-180	0-0-0-0
9350.0	255-31-119-180	255-31-119-180	255-219-219-141
9356.0	0-0-0-0	0-0-0-0	255-197-176-213
9359.0	0-0-0-0	0-0-0-0	0-0-0-0
9360.0	0-0-0-0	0-0-0-0	0-0-0-0
9361.0	0-0-0-0	0-0-0-0	0-0-0-0
9362.0	0-0-0-0	0-0-0-0	0-0-0-0
9363.0	0-0-0-0	0-0-0-0	0-0-0-0
9369.0	0-0-0-0	0-0-0-0	255-219-219-141
9370.0	0-0-0-0	255-31-119-180	255-219-219-141
9371.0	255-31-119-180	255-31-119-180	255-219-219-141
9372.0	0-0-0-0	0-0-0-0	0-0-0-0
9377.0	0-0-0-0	0-0-0-0	0-0-0-0
9378.0	0-0-0-0	0-0-0-0	0-0-0-0
9380.0	0-0-0-0	0-0-0-0	0-0-0-0
9382.0	0-0-0-0	0-0-0-0	0-0-0-0
9383.0	255-31-119-180	255-31-119-180	255-219-219-141
9384.0	255-31-119-180	255-31-119-180	255-219-219-141
9385.0	0-0-0-0	255-31-119-180	255-219-219-141
9390.0	0-0-0-0	0-0-0-0	0-0-0-0
9398.0	0-0-0-0	0-0-0-0	0-0-0-0
9401.0	0-0-0-0	0-0-0-0	0-0-0-0
9403.0	255-148-103-189	255-31-119-180	255-219-219-141
9407.0	0-0-0-0	0-0-0-0	0-0-0-0
9408.0	0-0-0-0	0-0-0-0	0-0-0-0
9409.0	0-0-0-0	0-0-0-0	0-0-0-0
9412.0	0-0-0-0	255-31-119-180	255-219-219-141
9414.0	255-31-119-180	255-31-119-180	255-219-219-141
9415.0	255-31-119-180	255-31-119-180	255-219-219-141
9419.0	0-0-0-0	0-0-0-0	0-0-0-0
9420.0	0-0-0-0	0-0-0-0	0-0-0-0
9422.0	0-0-0-0	0-0-0-0	255-219-219-141
